id,timestamp,event_key,payload_json,decision_id,region_id,current_risk,predicted_risk,trend,pm25,voc,co2,temperature,humidity,abnormal_duration,waiting_time,data_age,distance,estimated_move_time,estimated_energy,switch_cost,valid_flag,quality_code
275,2026-08-01T09:18:00,C,"{""region_id"": ""C"", ""current_pm25"": 12.541481656008946, ""current_voc"": 114.33052428217364, ""current_co2"": 584.5519353895373, ""current_temperature"": 24.004686202699013, ""current_humidity"": 49.12062852990588, ""rolling_mean_pm25"": 12.95203462973171, ""rolling_mean_voc"": 112.81832978503256, ""rolling_mean_co2"": 574.5407718473006, ""rolling_max_pm25"": 16.896648651373336, ""rolling_max_voc"": 119.46553952698694, ""rolling_max_co2"": 591.1306089226732, ""rolling_std_pm25"": 1.7608778270906145, ""rolling_std_voc"": 5.166068836003505, ""rolling_std_co2"": 12.643916763872129, ""slope_pm25"": 0.07555640315371023, ""slope_voc"": -0.4206722417145034, ""slope_co2"": 1.4440665546258802, ""abnormal_duration"": 0.0, ""neighbor_diff"": -30.534937506437615, ""data_age"": 0.0, ""sample_interval"": 30.0, ""valid_flag"": 1, ""hour"": 9, ""time_period"": 1, ""timestamp"": ""2026-08-01T09:18:00"", ""decision_id"": ""demo_decision_001""}",demo_decision_001,C,,,,,,,,,0.0,,0.0,,,,,1,
276,2026-08-01T09:18:00,D,"{""region_id"": ""D"", ""current_pm25"": 10.937895608212113, ""current_voc"": 123.612062039556, ""current_co2"": 1094.1856586795375, ""current_temperature"": 23.7452376773957, ""current_humidity"": 53.61989089324254, ""rolling_mean_pm25"": 12.71436335176036, ""rolling_mean_voc"": 114.62490383743679, ""rolling_mean_co2"": 970.5855525740167, ""rolling_max_pm25"": 18.93424593635672, ""rolling_max_voc"": 127.84678363784433, ""rolling_max_co2"": 1094.1856586795375, ""rolling_std_pm25"": 2.2928862471970564, ""rolling_std_voc"": 7.782526908573091, ""rolling_std_co2"": 73.49304437889668, ""slope_pm25"": 0.13651433662776058, ""slope_voc"": 0.5920470693487572, ""slope_co2"": 19.19643657925418, ""abnormal_duration"": 90.0, ""neighbor_diff"": -30.007602127451857, ""data_age"": 0.0, ""sample_interval"": 30.0, ""valid_flag"": 1, ""hour"": 9, ""time_period"": 1, ""timestamp"": ""2026-08-01T09:18:00"", ""decision_id"": ""demo_decision_001""}",demo_decision_001,D,,,,,,,,,90.0,,0.0,,,,,1,
277,2026-08-01T09:18:30,A,"{""region_id"": ""A"", ""current_pm25"": 96.38918641256318, ""current_voc"": 102.22811709541003, ""current_co2"": 590.0157413567485, ""current_temperature"": 23.344655385475836, ""current_humidity"": 46.95170937562586, ""rolling_mean_pm25"": 80.2058362721631, ""rolling_mean_voc"": 105.79656327288016, ""rolling_mean_co2"": 579.730407229688, ""rolling_max_pm25"": 96.38918641256318, ""rolling_max_voc"": 117.42196463824573, ""rolling_max_co2"": 604.7732758559036, ""rolling_std_pm25"": 12.870951014100724, ""rolling_std_voc"": 5.1141186421329685, ""rolling_std_co2"": 14.086798744083957, ""slope_pm25"": 3.3748366472965574, ""slope_voc"": -0.5375484630920784, ""slope_co2"": 1.7570463339538407, ""abnormal_duration"": 240.0, ""neighbor_diff"": 83.8213833348075, ""data_age"": 0.0, ""sample_interval"": 30.0, ""valid_flag"": 1, ""hour"": 9, ""time_period"": 1, ""timestamp"": ""2026-08-01T09:18:30"", ""decision_id"": ""demo_decision_001""}",demo_decision_001,A,,,,,,,,,240.0,,0.0,,,,,1,
278,2026-08-01T09:18:30,B,"{""region_id"": ""B"", ""current_pm25"": 13.967009429820376, ""current_voc"": 219.69778923839692, ""current_co2"": 661.9845201975306, ""current_temperature"": 23.013163870085084, ""current_humidity"": 59.17570153238888, ""rolling_mean_pm25"": 13.133124814936652, ""rolling_mean_voc"": 194.8694363928637, ""rolling_mean_co2"": 651.4240025190369, ""rolling_max_pm25"": 15.342045240164408, ""rolling_max_voc"": 242.06981107109218, ""rolling_max_co2"": 673.3033933484481, ""rolling_std_pm25"": 1.6184284723331506, ""rolling_std_voc"": 23.09858370847782, ""rolling_std_co2"": 15.57823473993004, ""slope_pm25"": 0.05552536126857503, ""slope_voc"": 5.871767966686373, ""slope_co2"": 0.17585583103993968, ""abnormal_duration"": 0.0, ""neighbor_diff"": -25.989178462441036, ""data_age"": 0.0, ""sample_interval"": 30.0, ""valid_flag"": 1, ""hour"": 9, ""time_period"": 1, ""timestamp"": ""2026-08-01T09:18:30"", ""decision_id"": ""demo_decision_001""}",demo_decision_001,B,,,,,,,,,0.0,,0.0,,,,,1,
279,2026-08-01T09:18:30,C,"{""region_id"": ""C"", ""current_pm25"": 13.521421435288637, ""current_voc"": 124.2198476356105, ""current_co2"": 565.6614867834738, ""current_temperature"": 24.38251338773048, ""current_humidity"": 49.30100800659133, ""rolling_mean_pm25"": 13.140659896733014, ""rolling_mean_voc"": 113.66570867663314, ""rolling_mean_co2"": 574.5818611067356, ""rolling_max_pm25"": 16.896648651373336, ""rolling_max_voc"": 124.2198476356105, ""rolling_max_co2"": 591.1306089226732, ""rolling_std_pm25"": 1.6785050847320553, ""rolling_std_voc"": 5.996529373969359, ""rolling_std_co2"": 12.614091646059258, ""slope_pm25"": 0.02191425576426684, ""slope_voc"": -0.029967555330666834, ""slope_co2"": 0.7892872774921147, ""abnormal_duration"": 0.0, ""neighbor_diff"": -26.909942381576585, ""data_age"": 0.0, ""sample_interval"": 30.0, ""valid_flag"": 1, ""hour"": 9, ""time_period"": 1, ""timestamp"": ""2026-08-01T09:18:30"", ""decision_id"": ""demo_decision_001""}",demo_decision_001,C,,,,,,,,,0.0,,0.0,,,,,1,
280,2026-08-01T09:18:30,D,"{""region_id"": ""D"", ""current_pm25"": 13.69015679281525, ""current_voc"": 140.26620170117891, ""current_co2"": 1109.6861032783231, ""current_temperature"": 24.163209701446842, ""current_humidity"": 54.45677006888402, ""rolling_mean_pm25"": 12.618762419115543, ""rolling_mean_voc"": 116.01606086132361, ""rolling_mean_co2"": 988.5669667348545, ""rolling_max_pm25"": 18.93424593635672, ""rolling_max_voc"": 140.26620170117891, ""rolling_max_co2"": 1109.6861032783231, ""rolling_std_pm25"": 2.2232409406095597, ""rolling_std_voc"": 10.237940135621376, ""rolling_std_co2"": 76.661849856222, ""slope_pm25"": 0.25401433445409055, ""slope_voc"": 1.727989833386938, ""slope_co2"": 20.141483120571554, ""abnormal_duration"": 120.0, ""neighbor_diff"": -27.602382299742146, ""data_age"": 0.0, ""sample_interval"": 30.0, ""valid_flag"": 1, ""hour"": 9, ""time_period"": 1, ""timestamp"": ""2026-08-01T09:18:30"", ""decision_id"": ""demo_decision_001""}",demo_decision_001,D,,,,,,,,,120.0,,0.0,,,,,1,
281,2026-08-01T09:19:00,A,"{""region_id"": ""A"", ""current_pm25"": 98.32451562798863, ""current_voc"": 108.77680372971365, ""current_co2"": 579.4300693655808, ""current_temperature"": 23.176088794018103, ""current_humidity"": 46.63320960464092, ""rolling_mean_pm25"": 83.61565608758147, ""rolling_mean_voc"": 105.52332967058733, ""rolling_mean_co2"": 580.0173497189031, ""rolling_max_pm25"": 98.32451562798863, ""rolling_max_voc"": 117.42196463824573, ""rolling_max_co2"": 604.7732758559036, ""rolling_std_pm25"": 11.75052843678675, ""rolling_std_voc"": 4.853356570033591, ""rolling_std_co2"": 14.042619825735507, ""slope_pm25"": 3.1384269252980532, ""slope_voc"": -0.18100226615591686, ""slope_co2"": 1.6609062737199776, ""abnormal_duration"": 270.0, ""neighbor_diff"": 84.59831974201387, ""data_age"": 0.0, ""sample_interval"": 30.0, ""valid_flag"": 1, ""hour"": 9, ""time_period"": 1, ""timestamp"": ""2026-08-01T09:19:00"", ""decision_id"": ""demo_decision_001""}",demo_decision_001,A,,,,,,,,,270.0,,0.0,,,,,1,
282,2026-08-01T09:19:00,B,"{""region_id"": ""B"", ""current_pm25"": 14.390453534306843, ""current_voc"": 237.28066702469872, ""current_co2"": 669.1702137988186, ""current_temperature"": 22.971682586306017, ""current_humidity"": 58.56320100980914, ""rolling_mean_pm25"": 13.221459480287384, ""rolling_mean_voc"": 201.10466606043497, ""rolling_mean_co2"": 652.0892841642549, ""rolling_max_pm25"": 15.342045240164408, ""rolling_max_voc"": 242.06981107109218, ""rolling_max_co2"": 673.3033933484481, ""rolling_std_pm25"": 1.655295433766233, ""rolling_std_voc"": 23.601206307930806, ""rolling_std_co2"": 16.141253334500718, ""slope_pm25"": 0.11885984163242436, ""slope_voc"": 6.29237796483638, ""slope_co2"": 1.3850936903925894, ""abnormal_duration"": 0.0, ""neighbor_diff"": -27.45491108439066, ""data_age"": 0.0, ""sample_interval"": 30.0, ""valid_flag"": 1, ""hour"": 9, ""time_period"": 1, ""timestamp"": ""2026-08-01T09:19:00"", ""decision_id"": ""demo_decision_001""}",demo_decision_001,B,,,,,,,,,0.0,,0.0,,,,,1,
283,2026-08-01T09:19:00,C,"{""region_id"": ""C"", ""current_pm25"": 15.340417298422997, ""current_voc"": 122.09878028841202, ""current_co2"": 588.3879414287121, ""current_temperature"": 24.005419766411997, ""current_humidity"": 48.631810437344804, ""rolling_mean_pm25"": 13.020949792659913, ""rolling_mean_voc"": 113.86826565828122, ""rolling_mean_co2"": 575.4046769077947, ""rolling_max_pm25"": 15.346146333427349, ""rolling_max_voc"": 124.2198476356105, ""rolling_max_co2"": 591.1306089226732, ""rolling_std_pm25"": 1.4457129100367354, ""rolling_std_voc"": 6.228989401571022, ""rolling_std_co2"": 13.128467859571161, ""slope_pm25"": 0.23889483649295964, ""slope_voc"": 0.4711162118294985, ""slope_co2"": 1.3640279713894732, ""abnormal_duration"": 0.0, ""neighbor_diff"": -26.794624686613908, ""data_age"": 0.0, ""sample_interval"": 30.0, ""valid_flag"": 1, ""hour"": 9, ""time_period"": 1, ""timestamp"": ""2026-08-01T09:19:00"", ""decision_id"": ""demo_decision_001""}",demo_decision_001,C,,,,,,,,,0.0,,0.0,,,,,1,
284,2026-08-01T09:19:00,D,"{""region_id"": ""D"", ""current_pm25"": 14.401909346600645, ""current_voc"": 151.41470758492736, ""current_co2"": 1123.3206369904124, ""current_temperature"": 24.2979815330201, ""current_humidity"": 53.6949528350933, ""rolling_mean_pm25"": 12.857601245835088, ""rolling_mean_voc"": 119.37691627969151, ""rolling_mean_co2"": 1007.4301685294666, ""rolling_max_pm25"": 18.93424593635672, ""rolling_max_voc"": 151.41470758492736, ""rolling_max_co2"": 1123.3206369904124, ""rolling_std_pm25"": 2.2351630651873964, ""rolling_std_voc"": 13.58749415837872, ""rolling_std_co2"": 77.32609666437801, ""slope_pm25"": 0.26196255877182467, ""slope_voc"": 2.576036890174672, ""slope_co2"": 20.335144384376733, ""abnormal_duration"": 150.0, ""neighbor_diff"": -28.283219473638844, ""data_age"": 0.0, ""sample_interval"": 30.0, ""valid_flag"": 1, ""hour"": 9, ""time_period"": 1, ""timestamp"": ""2026-08-01T09:19:00"", ""decision_id"": ""demo_decision_001""}",demo_decision_001,D,,,,,,,,,150.0,,0.0,,,,,1,
285,2026-08-01T09:19:30,A,"{""region_id"": ""A"", ""current_pm25"": 96.97258356752278, ""current_voc"": 100.93632491329744, ""current_co2"": 583.0140880663772, ""current_temperature"": 23.164806649622996, ""current_humidity"": 46.64273040454191, ""rolling_mean_pm25"": 86.48661933304506, ""rolling_mean_voc"": 105.47310267476486, ""rolling_mean_co2"": 580.9804799646641, ""rolling_max_pm25"": 98.32451562798863, ""rolling_max_voc"": 117.42196463824573, ""rolling_max_co2"": 604.7732758559036, ""rolling_std_pm25"": 10.373901138904586, ""rolling_std_voc"": 4.897249959827535, ""rolling_std_co2"": 13.816968261467947, ""slope_pm25"": 2.8074360113527095, ""slope_voc"": -0.5484619626266322, ""slope_co2"": 1.4635927254458798, ""abnormal_duration"": 300.0, ""neighbor_diff"": 82.26165684107929, ""data_age"": 0.0, ""sample_interval"": 30.0, ""valid_flag"": 1, ""hour"": 9, ""time_period"": 1, ""timestamp"": ""2026-08-01T09:19:30"", ""decision_id"": ""demo_decision_001""}",demo_decision_001,A,,,,,,,,,300.0,,0.0,,,,,1,
286,2026-08-01T09:19:30,B,"{""region_id"": ""B"", ""current_pm25"": 17.063361451547685, ""current_voc"": 242.62207511542115, ""current_co2"": 652.5791597293886, ""current_temperature"": 23.2089986104699, ""current_humidity"": 59.15049257073814, ""rolling_mean_pm25"": 13.51699040115356, ""rolling_mean_voc"": 204.2983129108185, ""rolling_mean_co2"": 652.1269669000344, ""rolling_max_pm25"": 17.063361451547685, ""rolling_max_voc"": 242.62207511542115, ""rolling_max_co2"": 673.3033933484481, ""rolling_std_pm25"": 1.8913740549765103, ""rolling_std_voc"": 25.230181227814413, ""rolling_std_co2"": 15.508563958516588, ""slope_pm25"": 0.22004598451098134, ""slope_voc"": 6.312717051107251, ""slope_co2"": 1.1044376434997065, ""abnormal_duration"": 0.0, ""neighbor_diff"": -25.174941952634455, ""data_age"": 0.0, ""sample_interval"": 30.0, ""valid_flag"": 1, ""hour"": 9, ""time_period"": 1, ""timestamp"": ""2026-08-01T09:19:30"", ""decision_id"": ""demo_decision_001""}",demo_decision_001,B,,,,,,,,,0.0,,0.0,,,,,1,
287,2026-08-01T09:19:30,C,"{""region_id"": ""C"", ""current_pm25"": 11.79147903577751, ""current_voc"": 113.91391404034401, ""current_co2"": 574.883127391973, ""current_temperature"": 23.81133453995936, ""current_humidity"": 48.543630693919276, ""rolling_mean_pm25"": 12.92045232227547, ""rolling_mean_voc"": 113.52972273659458, ""rolling_mean_co2"": 576.4461522825254, ""rolling_max_pm25"": 15.346146333427349, ""rolling_max_voc"": 124.2198476356105, ""rolling_max_co2"": 591.1306089226732, ""rolling_std_pm25"": 1.4818255087735988, ""rolling_std_voc"": 6.0962974627292175, ""rolling_std_co2"": 12.493394774781766, ""slope_pm25"": 0.20132423190786686, ""slope_voc"": 0.643648271391591, ""slope_co2"": 0.8060367471796851, ""abnormal_duration"": 0.0, ""neighbor_diff"": -31.02113908611285, ""data_age"": 0.0, ""sample_interval"": 30.0, ""valid_flag"": 1, ""hour"": 9, ""time_period"": 1, ""timestamp"": ""2026-08-01T09:19:30"", ""decision_id"": ""demo_decision_001""}",demo_decision_001,C,,,,,,,,,0.0,,0.0,,,,,1,
288,2026-08-01T09:19:30,D,"{""region_id"": ""D"", ""current_pm25"": 16.11742375436855, ""current_voc"": 143.66470688080685, ""current_co2"": 1136.387082397181, ""current_temperature"": 24.07381437420345, ""current_humidity"": 54.080247350420926, ""rolling_mean_pm25"": 13.144008740043018, ""rolling_mean_voc"": 121.72542442666946, ""rolling_mean_co2"": 1027.8464124514828, ""rolling_max_pm25"": 18.93424593635672, ""rolling_max_voc"": 151.41470758492736, ""rolling_max_co2"": 1136.387082397181, ""rolling_std_pm25"": 2.3905688825262397, ""rolling_std_voc"": 14.882314284804572, ""rolling_std_co2"": 73.54885873275246, ""slope_pm25"": 0.3516032765631062, ""slope_voc"": 3.1366250024796467, ""slope_co2"": 19.33823055677675, ""abnormal_duration"": 180.0, ""neighbor_diff"": -25.825050930580776, ""data_age"": 0.0, ""sample_interval"": 30.0, ""valid_flag"": 1, ""hour"": 9, ""time_period"": 1, ""timestamp"": ""2026-08-01T09:19:30"", ""decision_id"": ""demo_decision_001""}",demo_decision_001,D,,,,,,,,,180.0,,0.0,,,,,1,
289,2026-08-01T09:20:00,A,"{""region_id"": ""A"", ""current_pm25"": 96.12955155315643, ""current_voc"": 93.46377546727679, ""current_co2"": 591.5532095992173, ""current_temperature"": 23.310543724174668, ""current_humidity"": 46.849772189672194, ""rolling_mean_pm25"": 89.02283429709651, ""rolling_mean_voc"": 104.5708195934077, ""rolling_mean_co2"": 583.6818449645178, ""rolling_max_pm25"": 98.32451562798863, ""rolling_max_voc"": 117.42196463824573, ""rolling_max_co2"": 604.7732758559036, ""rolling_std_pm25"": 8.538729434600086, ""rolling_std_voc"": 5.922093449016521, ""rolling_std_co2"": 12.37595928815846, ""slope_pm25"": 2.3218000059827997, ""slope_voc"": -1.118053674257187, ""slope_co2"": 0.8465562352867791, ""abnormal_duration"": 330.0, ""neighbor_diff"": 81.13879680592518, ""data_age"": 0.0, ""sample_interval"": 30.0, ""valid_flag"": 1, ""hour"": 9, ""time_period"": 1, ""timestamp"": ""2026-08-01T09:20:00"", ""decision_id"": ""demo_decision_001""}",demo_decision_001,A,,,,,,,,,330.0,,0.0,,,,,1,
