decision_id,episode_id,scenario_id,step_index,region_id,split,current_risk,predicted_risk,trend_code,abnormal_duration,waiting_time,data_age,distance,estimated_move_time,estimated_energy,battery_soc,switch_cost,scene_weight,reachable,counterfactual_risk_gain,ground_truth_utility,relevance_grade
scenario_1_kitchen_pm_spike_ep00_d024,scenario_1_kitchen_pm_spike_ep00,scenario_1_kitchen_pm_spike,24,C,val,19.939949718616923,40.793343,1,90.0,0.0,0.0,0.0,0.0,0.0,92.08000000000004,0.0,1.0,1,656.5569074971132,0.9999999999983983,4
scenario_1_kitchen_pm_spike_ep00_d024,scenario_1_kitchen_pm_spike_ep00,scenario_1_kitchen_pm_spike,24,D,val,3.23199007743188,4.735234,0,0.0,0.0,0.0,4.0,8.88888888888889,0.6577777777777778,92.08000000000004,1.0,1.0,1,40.26955998625249,-0.29925280055916836,0
scenario_1_kitchen_pm_spike_ep00_d027,scenario_1_kitchen_pm_spike_ep00,scenario_1_kitchen_pm_spike,27,A,val,4.074750992382673,4.7634835,0,0.0,0.0,0.0,5.656854249492381,12.57078722109418,0.9302382543609692,91.84000000000005,1.0,1.0,1,59.07343104220945,-0.36691326579661354,0
scenario_1_kitchen_pm_spike_ep00_d027,scenario_1_kitchen_pm_spike_ep00,scenario_1_kitchen_pm_spike,27,B,val,2.8836722874267027,5.429998,0,0.0,0.0,0.0,4.0,8.88888888888889,0.6577777777777778,91.84000000000005,1.0,1.0,1,37.29588215700164,-0.312132034254623,0
scenario_1_kitchen_pm_spike_ep00_d027,scenario_1_kitchen_pm_spike_ep00,scenario_1_kitchen_pm_spike,27,C,val,29.4390780752806,38.84582,1,180.0,90.0,0.0,4.0,8.88888888888889,0.6577777777777778,91.84000000000005,1.0,1.0,1,695.4916667768439,0.6878679657438577,4
scenario_1_kitchen_pm_spike_ep00_d027,scenario_1_kitchen_pm_spike_ep00,scenario_1_kitchen_pm_spike,27,D,val,4.157547305735779,5.264753,0,0.0,0.0,0.0,0.0,0.0,0.0,91.84000000000005,0.0,1.0,1,44.834793096277735,0.011453903405988735,3
scenario_1_kitchen_pm_spike_ep00_d030,scenario_1_kitchen_pm_spike_ep00,scenario_1_kitchen_pm_spike,30,A,val,4.56903972031744,5.5827622,0,0.0,0.0,0.0,4.0,8.88888888888889,0.6577777777777778,91.60000000000004,1.0,1.0,1,63.27427558494469,-0.2820948161513728,0
scenario_1_kitchen_pm_spike_ep00_d030,scenario_1_kitchen_pm_spike_ep00,scenario_1_kitchen_pm_spike,30,B,val,3.0730157876842243,4.7532067,0,0.0,0.0,0.0,0.0,0.0,0.0,91.60000000000004,0.0,1.0,1,42.87897560025931,0.0,0
scenario_1_kitchen_pm_spike_ep00_d030,scenario_1_kitchen_pm_spike_ep00,scenario_1_kitchen_pm_spike,30,C,val,36.172376891101656,37.843636,0,270.0,180.0,0.0,5.656854249492381,12.57078722109418,0.9302382543609692,91.60000000000004,1.0,1.0,1,721.8799374918808,0.6000000001418455,4
scenario_1_kitchen_pm_spike_ep00_d030,scenario_1_kitchen_pm_spike_ep00,scenario_1_kitchen_pm_spike,30,D,val,4.445073608439377,4.985278,0,0.0,0.0,0.0,4.0,8.88888888888889,0.6577777777777778,91.60000000000004,1.0,1.0,1,49.94736062281345,-0.30172205633227667,0
scenario_1_kitchen_pm_spike_ep00_d033,scenario_1_kitchen_pm_spike_ep00,scenario_1_kitchen_pm_spike,33,A,val,3.675728865394199,5.489272,0,0.0,0.0,0.0,4.0,8.88888888888889,0.6577777777777778,91.36000000000006,1.0,1.0,1,66.6678407524746,-0.2822120541130051,0
scenario_1_kitchen_pm_spike_ep00_d033,scenario_1_kitchen_pm_spike_ep00,scenario_1_kitchen_pm_spike,33,B,val,3.570123455978403,4.4959936,0,0.0,0.0,0.0,5.656854249492381,12.57078722109418,0.9302382543609692,91.36000000000006,1.0,1.0,1,47.566930515800095,-0.3999999998566819,0
scenario_1_kitchen_pm_spike_ep00_d033,scenario_1_kitchen_pm_spike_ep00,scenario_1_kitchen_pm_spike,33,C,val,42.611683172832535,35.624466,-1,360.0,270.0,0.0,0.0,0.0,0.0,91.36000000000006,0.0,1.0,1,685.9667605369333,0.9999999999984336,4
scenario_1_kitchen_pm_spike_ep00_d033,scenario_1_kitchen_pm_spike_ep00,scenario_1_kitchen_pm_spike,33,D,val,4.929812887937689,5.00469,0,0.0,0.0,0.0,4.0,8.88888888888889,0.6577777777777778,91.36000000000006,1.0,1.0,1,54.19424796174894,-0.3017508951404113,0
scenario_1_kitchen_pm_spike_ep00_d036,scenario_1_kitchen_pm_spike_ep00,scenario_1_kitchen_pm_spike,36,A,val,5.043738734885516,5.7070775,0,0.0,0.0,0.0,0.0,0.0,0.0,91.12000000000006,0.0,1.0,1,69.84393180278562,0.029928492252390353,3
scenario_1_kitchen_pm_spike_ep00_d036,scenario_1_kitchen_pm_spike_ep00,scenario_1_kitchen_pm_spike,36,B,val,3.8200636954925473,5.1128907,0,0.0,0.0,0.0,4.0,8.88888888888889,0.6577777777777778,91.12000000000006,1.0,1.0,1,51.95514380678719,-0.312132034254623,0
scenario_1_kitchen_pm_spike_ep00_d036,scenario_1_kitchen_pm_spike_ep00,scenario_1_kitchen_pm_spike,36,C,val,40.03388460347251,35.277912,-1,450.0,360.0,0.0,4.0,8.88888888888889,0.6577777777777778,91.12000000000006,1.0,1.0,1,649.6727917627995,0.687867965743704,4
scenario_1_kitchen_pm_spike_ep00_d036,scenario_1_kitchen_pm_spike_ep00,scenario_1_kitchen_pm_spike,36,D,val,4.698302588007095,6.291062,0,0.0,0.0,0.0,5.656854249492381,12.57078722109418,0.9302382543609692,91.12000000000006,1.0,1.0,1,58.16900247321041,-0.3896040232820198,0
scenario_1_kitchen_pm_spike_ep00_d039,scenario_1_kitchen_pm_spike_ep00,scenario_1_kitchen_pm_spike,39,A,val,4.811327623669342,5.6960545,0,0.0,0.0,0.0,4.0,8.88888888888889,0.6577777777777778,90.88000000000008,1.0,1.0,1,72.60315107192127,-0.282194961283184,0
scenario_1_kitchen_pm_spike_ep00_d039,scenario_1_kitchen_pm_spike_ep00,scenario_1_kitchen_pm_spike,39,B,val,3.7774027854239214,4.7751336,0,0.0,0.0,0.0,0.0,0.0,0.0,90.88000000000008,0.0,1.0,1,55.84945318435052,0.0,0
scenario_1_kitchen_pm_spike_ep00_d039,scenario_1_kitchen_pm_spike_ep00,scenario_1_kitchen_pm_spike,39,C,val,37.0833834802949,33.72746,-1,540.0,450.0,0.0,5.656854249492381,12.57078722109418,0.9302382543609692,90.88000000000008,1.0,1.0,1,615.4799121649064,0.6000000001415313,4
scenario_1_kitchen_pm_spike_ep00_d039,scenario_1_kitchen_pm_spike_ep00,scenario_1_kitchen_pm_spike,39,D,val,3.956957009688181,5.612652,0,0.0,0.0,0.0,4.0,8.88888888888889,0.6577777777777778,90.88000000000008,1.0,1.0,1,61.67572874800385,-0.3017211006284293,0
scenario_1_kitchen_pm_spike_ep00_d042,scenario_1_kitchen_pm_spike_ep00,scenario_1_kitchen_pm_spike,42,A,val,5.745398626469922,5.1190677,0,0.0,0.0,0.0,5.656854249492381,12.57078722109418,0.9302382543609692,90.64000000000009,1.0,1.0,1,74.97834953070833,-0.37005427708287664,0
scenario_1_kitchen_pm_spike_ep00_d042,scenario_1_kitchen_pm_spike_ep00,scenario_1_kitchen_pm_spike,42,B,val,4.339289297129937,4.4630337,0,0.0,0.0,0.0,4.0,8.88888888888889,0.6577777777777778,90.64000000000009,1.0,1.0,1,59.28761144639566,-0.312132034254623,0
scenario_1_kitchen_pm_spike_ep00_d042,scenario_1_kitchen_pm_spike_ep00,scenario_1_kitchen_pm_spike,42,C,val,35.45779985553175,32.041096,-1,630.0,540.0,0.0,4.0,8.88888888888889,0.6577777777777778,90.64000000000009,1.0,1.0,1,583.2602068919142,0.6878679657434685,4
scenario_1_kitchen_pm_spike_ep00_d042,scenario_1_kitchen_pm_spike_ep00,scenario_1_kitchen_pm_spike,42,D,val,4.908102471379032,5.7836475,0,0.0,0.0,0.0,0.0,0.0,0.0,90.64000000000009,0.0,1.0,1,64.75055554097298,0.010426011096862645,3
scenario_1_kitchen_pm_spike_ep00_d045,scenario_1_kitchen_pm_spike_ep00,scenario_1_kitchen_pm_spike,45,A,val,4.805638841779201,5.0833964,0,0.0,0.0,0.0,0.0,0.0,0.0,90.40000000000008,0.0,1.0,1,77.00009660048909,0.02995444213647479,3
scenario_1_kitchen_pm_spike_ep00_d045,scenario_1_kitchen_pm_spike_ep00,scenario_1_kitchen_pm_spike,45,B,val,3.932164590623132,4.747171,0,0.0,0.0,0.0,4.0,8.88888888888889,0.6577777777777778,90.40000000000008,1.0,1.0,1,62.30477756500136,-0.312132034254623,0
scenario_1_kitchen_pm_spike_ep00_d045,scenario_1_kitchen_pm_spike_ep00,scenario_1_kitchen_pm_spike,45,C,val,35.57608003866806,30.975239,-1,720.0,630.0,0.0,4.0,8.88888888888889,0.6577777777777778,90.40000000000008,1.0,1.0,1,552.8937515977924,0.6878679657433386,4
scenario_1_kitchen_pm_spike_ep00_d045,scenario_1_kitchen_pm_spike_ep00,scenario_1_kitchen_pm_spike,45,D,val,5.205747651769633,5.5012336,0,0.0,0.0,0.0,5.656854249492381,12.57078722109418,0.9302382543609692,90.40000000000008,1.0,1.0,1,67.427119977335,-0.38955879003858107,0
scenario_1_kitchen_pm_spike_ep00_d048,scenario_1_kitchen_pm_spike_ep00,scenario_1_kitchen_pm_spike,48,A,val,4.795607584481965,5.6238937,0,0.0,0.0,0.0,4.0,8.88888888888889,0.6577777777777778,90.16000000000008,1.0,1.0,1,78.69683139496055,-0.28216880271626055,0
scenario_1_kitchen_pm_spike_ep00_d048,scenario_1_kitchen_pm_spike_ep00,scenario_1_kitchen_pm_spike,48,B,val,4.360201022504165,5.129088,0,0.0,0.0,0.0,5.656854249492381,12.57078722109418,0.9302382543609692,90.16000000000008,1.0,1.0,1,64.9336878421584,-0.3999999998566819,0
scenario_1_kitchen_pm_spike_ep00_d048,scenario_1_kitchen_pm_spike_ep00,scenario_1_kitchen_pm_spike,48,C,val,33.11939421813755,29.071966,-1,810.0,720.0,0.0,0.0,0.0,0.0,90.16000000000008,0.0,1.0,1,524.2681069334691,0.999999999997823,4
scenario_1_kitchen_pm_spike_ep00_d048,scenario_1_kitchen_pm_spike_ep00,scenario_1_kitchen_pm_spike,48,D,val,5.22121306529511,5.5584445,0,0.0,0.0,0.0,4.0,8.88888888888889,0.6577777777777778,90.16000000000008,1.0,1.0,1,69.73673226237725,-0.3016755036299201,0
scenario_1_kitchen_pm_spike_ep00_d051,scenario_1_kitchen_pm_spike_ep00,scenario_1_kitchen_pm_spike,51,A,val,6.139776119535021,5.6378765,0,0.0,0.0,0.0,5.656854249492381,12.57078722109418,0.9302382543609692,89.92000000000009,1.0,1.0,1,80.09500412836155,-0.37002790839639477,0
scenario_1_kitchen_pm_spike_ep00_d051,scenario_1_kitchen_pm_spike_ep00,scenario_1_kitchen_pm_spike,51,B,val,5.091470972584996,5.185206,0,0.0,0.0,0.0,4.0,8.88888888888889,0.6577777777777778,89.92000000000009,1.0,1.0,1,67.20481596082755,-0.312132034254623,0
scenario_1_kitchen_pm_spike_ep00_d051,scenario_1_kitchen_pm_spike_ep00,scenario_1_kitchen_pm_spike,51,C,val,32.53484747888541,28.019064,-1,900.0,810.0,0.0,4.0,8.88888888888889,0.6577777777777778,89.92000000000009,1.0,1.0,1,497.277845218178,0.6878679657430519,4
scenario_1_kitchen_pm_spike_ep00_d051,scenario_1_kitchen_pm_spike_ep00,scenario_1_kitchen_pm_spike,51,D,val,5.016816317226772,5.6129894,0,0.0,0.0,0.0,0.0,0.0,0.0,89.92000000000009,0.0,1.0,1,71.7085296939033,0.010471974354779446,3
scenario_1_kitchen_pm_spike_ep00_d054,scenario_1_kitchen_pm_spike_ep00,scenario_1_kitchen_pm_spike,54,A,val,4.90328753052048,5.6107464,0,0.0,0.0,0.0,4.0,8.88888888888889,0.6577777777777778,89.68000000000009,1.0,1.0,1,81.21920832406613,-0.28215101186966673,0
scenario_1_kitchen_pm_spike_ep00_d054,scenario_1_kitchen_pm_spike_ep00,scenario_1_kitchen_pm_spike,54,B,val,3.904601806462441,5.409686,0,0.0,0.0,0.0,0.0,0.0,0.0,89.68000000000009,0.0,1.0,1,69.14652264655228,0.0,0
scenario_1_kitchen_pm_spike_ep00_d054,scenario_1_kitchen_pm_spike_ep00,scenario_1_kitchen_pm_spike,54,C,val,32.792991892975834,28.056566,-1,990.0,900.0,0.0,5.656854249492381,12.57078722109418,0.9302382543609692,89.68000000000009,1.0,1.0,1,471.8241072355828,0.6000000001408349,4
scenario_1_kitchen_pm_spike_ep00_d054,scenario_1_kitchen_pm_spike_ep00,scenario_1_kitchen_pm_spike,54,D,val,5.68317162566122,5.696342,0,0.0,0.0,0.0,4.0,8.88888888888889,0.6577777777777778,89.68000000000009,1.0,1.0,1,73.36962066689262,-0.30164449240488256,0
scenario_1_kitchen_pm_spike_ep00_d057,scenario_1_kitchen_pm_spike_ep00,scenario_1_kitchen_pm_spike,57,A,val,5.638435565451732,5.6321683,0,0.0,0.0,0.0,4.0,8.88888888888889,0.6577777777777778,89.4400000000001,1.0,1.0,1,82.09230441692102,-0.282142009457679,0
scenario_1_kitchen_pm_spike_ep00_d057,scenario_1_kitchen_pm_spike_ep00,scenario_1_kitchen_pm_spike,57,B,val,4.434219071344046,5.1000347,0,0.0,0.0,0.0,5.656854249492381,12.57078722109418,0.9302382543609692,89.4400000000001,1.0,1.0,1,70.7851956089728,-0.3999999998566819,0
scenario_1_kitchen_pm_spike_ep00_d057,scenario_1_kitchen_pm_spike_ep00,scenario_1_kitchen_pm_spike,57,C,val,32.01226385815763,27.726614,-1,1080.0,990.0,0.0,0.0,0.0,0.0,89.4400000000001,0.0,1.0,1,447.81418723122783,0.9999999999973477,4
scenario_1_kitchen_pm_spike_ep00_d057,scenario_1_kitchen_pm_spike_ep00,scenario_1_kitchen_pm_spike,57,D,val,5.962898511303112,5.609229,0,0.0,0.0,0.0,4.0,8.88888888888889,0.6577777777777778,89.4400000000001,1.0,1.0,1,74.74521931552795,-0.30162880030037,0
scenario_1_kitchen_pm_spike_ep00_d060,scenario_1_kitchen_pm_spike_ep00,scenario_1_kitchen_pm_spike,60,A,val,4.855533956277054,5.293946,0,0.0,0.0,0.0,0.0,0.0,0.0,89.2000000000001,0.0,1.0,1,82.73553530454728,0.029999099182691027,3
scenario_1_kitchen_pm_spike_ep00_d060,scenario_1_kitchen_pm_spike_ep00,scenario_1_kitchen_pm_spike,60,B,val,5.130765582074544,5.11068,0,0.0,0.0,0.0,4.0,8.88888888888889,0.6577777777777778,89.2000000000001,1.0,1.0,1,72.14538038959017,-0.312132034254623,0
scenario_1_kitchen_pm_spike_ep00_d060,scenario_1_kitchen_pm_spike_ep00,scenario_1_kitchen_pm_spike,60,C,val,30.88763371715481,26.2132,-1,1170.0,1080.0,0.0,4.0,8.88888888888889,0.6577777777777778,89.2000000000001,1.0,1.0,1,425.16114431084327,0.6878679657425443,4
scenario_1_kitchen_pm_spike_ep00_d060,scenario_1_kitchen_pm_spike_ep00,scenario_1_kitchen_pm_spike,60,D,val,5.582354195510461,5.5788317,0,0.0,0.0,0.0,5.656854249492381,12.57078722109418,0.9302382543609692,89.2000000000001,1.0,1.0,1,75.85877139632544,-0.38948094834046376,0
scenario_1_kitchen_pm_spike_ep00_d063,scenario_1_kitchen_pm_spike_ep00,scenario_1_kitchen_pm_spike,63,A,val,4.463808211767937,5.317364,0,0.0,0.0,0.0,4.0,8.88888888888889,0.6577777777777778,88.96000000000011,1.0,1.0,1,83.16863436711424,-0.2821237882241793,0
scenario_1_kitchen_pm_spike_ep00_d063,scenario_1_kitchen_pm_spike_ep00,scenario_1_kitchen_pm_spike,63,B,val,4.399214959425912,5.1055,0,0.0,0.0,0.0,0.0,0.0,0.0,88.96000000000011,0.0,1.0,1,73.24990270191552,0.0,0
scenario_1_kitchen_pm_spike_ep00_d063,scenario_1_kitchen_pm_spike_ep00,scenario_1_kitchen_pm_spike,63,C,val,29.367036836250364,25.662794,-1,1260.0,1170.0,0.0,5.656854249492381,12.57078722109418,0.9302382543609692,88.96000000000011,1.0,1.0,1,403.7834385542287,0.6000000001402929,4
scenario_1_kitchen_pm_spike_ep00_d063,scenario_1_kitchen_pm_spike_ep00,scenario_1_kitchen_pm_spike,63,D,val,5.508125629415997,5.6733527,0,0.0,0.0,0.0,4.0,8.88888888888889,0.6577777777777778,88.96000000000011,1.0,1.0,1,76.73207197728584,-0.3015970388679048,0
scenario_1_kitchen_pm_spike_ep00_d066,scenario_1_kitchen_pm_spike_ep00,scenario_1_kitchen_pm_spike,66,A,val,5.8616926186590605,5.2016,0,0.0,0.0,0.0,5.656854249492381,12.57078722109418,0.9302382543609692,88.72000000000011,1.0,1.0,1,83.40992644176549,-0.3699825340263937,0
scenario_1_kitchen_pm_spike_ep00_d066,scenario_1_kitchen_pm_spike_ep00,scenario_1_kitchen_pm_spike,66,B,val,5.308303962443371,5.234051,0,0.0,0.0,0.0,4.0,8.88888888888889,0.6577777777777778,88.72000000000011,1.0,1.0,1,74.1199828124636,-0.312132034254623,0
scenario_1_kitchen_pm_spike_ep00_d066,scenario_1_kitchen_pm_spike_ep00,scenario_1_kitchen_pm_spike,66,C,val,29.03738659712298,26.36186,0,1350.0,1260.0,0.0,4.0,8.88888888888889,0.6577777777777778,88.72000000000011,1.0,1.0,1,383.60459026717206,0.6878679657421458,4
scenario_1_kitchen_pm_spike_ep00_d066,scenario_1_kitchen_pm_spike_ep00,scenario_1_kitchen_pm_spike,66,D,val,6.233102221388882,5.692322,0,0.0,0.0,0.0,0.0,0.0,0.0,88.72000000000011,0.0,1.0,1,77.38537546169732,0.010551066420002943,3
scenario_1_kitchen_pm_spike_ep00_d069,scenario_1_kitchen_pm_spike_ep00,scenario_1_kitchen_pm_spike,69,A,val,5.897831875020653,5.0230236,0,0.0,0.0,0.0,0.0,0.0,0.0,88.48000000000012,0.0,1.0,1,83.47642220653051,0.03002675907407873,3
scenario_1_kitchen_pm_spike_ep00_d069,scenario_1_kitchen_pm_spike_ep00,scenario_1_kitchen_pm_spike,69,B,val,5.170423530573658,5.0773296,0,0.0,0.0,0.0,4.0,8.88888888888889,0.6577777777777778,88.48000000000012,1.0,1.0,1,74.7753424758514,-0.312132034254623,0
scenario_1_kitchen_pm_spike_ep00_d069,scenario_1_kitchen_pm_spike_ep00,scenario_1_kitchen_pm_spike,69,C,val,28.581603053524677,25.999393,0,1440.0,1350.0,0.0,4.0,8.88888888888889,0.6577777777777778,88.48000000000012,1.0,1.0,1,364.5528608947635,0.6878679657419261,4
scenario_1_kitchen_pm_spike_ep00_d069,scenario_1_kitchen_pm_spike_ep00,scenario_1_kitchen_pm_spike,69,D,val,5.381162923906298,5.670095,0,0.0,0.0,0.0,5.656854249492381,12.57078722109418,0.9302382543609692,88.48000000000012,1.0,1.0,1,77.83749844122758,-0.38943273438324766,0
scenario_1_kitchen_pm_spike_ep00_d072,scenario_1_kitchen_pm_spike_ep00,scenario_1_kitchen_pm_spike,72,A,val,5.902275730704836,5.0541534,0,0.0,0.0,0.0,4.0,8.88888888888889,0.6577777777777778,88.24000000000012,1.0,1.0,1,83.38390639943168,-0.28209590799917794,0
scenario_1_kitchen_pm_spike_ep00_d072,scenario_1_kitchen_pm_spike_ep00,scenario_1_kitchen_pm_spike,72,B,val,4.660043005131413,5.197429,0,0.0,0.0,0.0,5.656854249492381,12.57078722109418,0.9302382543609692,88.24000000000012,1.0,1.0,1,75.234304904272,-0.3999999998566819,0
scenario_1_kitchen_pm_spike_ep00_d072,scenario_1_kitchen_pm_spike_ep00,scenario_1_kitchen_pm_spike,72,C,val,28.069228091311444,25.322279,0,1530.0,1440.0,0.0,0.0,0.0,0.0,88.24000000000012,0.0,1.0,1,346.56095421385953,0.9999999999963144,4
scenario_1_kitchen_pm_spike_ep00_d072,scenario_1_kitchen_pm_spike_ep00,scenario_1_kitchen_pm_spike,72,D,val,5.191562032949904,5.6358433,0,0.0,0.0,0.0,4.0,8.88888888888889,0.6577777777777778,88.24000000000012,1.0,1.0,1,78.10591584118379,-0.3015484408471628,0
scenario_1_kitchen_pm_spike_ep00_d075,scenario_1_kitchen_pm_spike_ep00,scenario_1_kitchen_pm_spike,75,A,val,4.952413978935199,5.0406985,0,0.0,0.0,0.0,5.656854249492381,12.57078722109418,0.9302382543609692,88.00000000000013,1.0,1.0,1,83.14702027103522,-0.36995443198691724,0
scenario_1_kitchen_pm_spike_ep00_d075,scenario_1_kitchen_pm_spike_ep00,scenario_1_kitchen_pm_spike,75,B,val,5.141967793784601,5.5682774,0,0.0,0.0,0.0,4.0,8.88888888888889,0.6577777777777778,88.00000000000013,1.0,1.0,1,75.5138882207657,-0.312132034254623,0
scenario_1_kitchen_pm_spike_ep00_d075,scenario_1_kitchen_pm_spike_ep00,scenario_1_kitchen_pm_spike,75,C,val,26.391842274946796,25.101347,0,1620.0,1530.0,0.0,4.0,8.88888888888889,0.6577777777777778,88.00000000000013,1.0,1.0,1,329.5657365108701,0.6878679657414408,4
scenario_1_kitchen_pm_spike_ep00_d075,scenario_1_kitchen_pm_spike_ep00,scenario_1_kitchen_pm_spike,75,D,val,5.698738667294659,5.8011665,0,0.0,0.0,0.0,0.0,0.0,0.0,88.00000000000013,0.0,1.0,1,78.20685079103305,0.01060005108556279,3
scenario_1_kitchen_pm_spike_ep00_d078,scenario_1_kitchen_pm_spike_ep00,scenario_1_kitchen_pm_spike,78,A,val,5.551715296534358,4.7418957,0,0.0,0.0,0.0,4.0,8.88888888888889,0.6577777777777778,87.76000000000013,1.0,1.0,1,82.7793386431199,-0.2820769498404875,0
scenario_1_kitchen_pm_spike_ep00_d078,scenario_1_kitchen_pm_spike_ep00,scenario_1_kitchen_pm_spike,78,B,val,5.92402657682355,5.1591716,0,0.0,0.0,0.0,0.0,0.0,0.0,87.76000000000013,0.0,1.0,1,75.62989281681655,0.0,0
